identifier,type,research_areas,creation_mode,completeness,number_of_resources,numer_of_views,number_of_downloads
0240504d-9e54-45e3-9d66-a228b88bc2f1,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,6,1,12
3460c581-0298-4af4-8bc3-4ab8ccf7f13a,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,6,2,6
fbce1089-fb3d-439c-9570-5a4a6c4c79eb,Bibliography-centric Research Object,['Hazard science'],IMPORTED,59,2,1,12
606c822b-edf4-4e95-a2af-7429981faec2,Bibliography-centric Research Object,['Hazard science'],IMPORTED,59,2,1,10
2ff432cd-6672-4866-be58-33efcd511bf6,Bibliography-centric Research Object,['Hazard science'],IMPORTED,59,2,1,10
d31be1be-6dee-4c91-9f54-d62f3f820626,Workflow-centric Research Object,[],IMPORTED,43,73,1,6
04348070-cc99-4b14-8ef0-a0a3a5ea6c00,Workflow-centric Research Object,[],IMPORTED,51,1,2,9
679b4cec-b9b1-4305-ba7a-72a0e36f37ad,Workflow-centric Research Object,[],IMPORTED,43,73,1,16
fa1324a2-65f7-4b30-acec-400c9dd33a66,Workflow-centric Research Object,[],IMPORTED,43,73,1,10
393b47b9-b559-402f-8ea3-e48b0fe47b2f,Workflow-centric Research Object,[],IMPORTED,43,146,2,10
37671282-3d87-48ca-804a-223751af5087,Workflow-centric Research Object,[],IMPORTED,43,77,2,6
c9170477-03f0-4cbe-bac4-83981f68c3df,Basic Research Object,[],IMPORTED,34,1,1,9
38b48f5c-8635-4347-ae19-a0155e779020,Bibliography-centric Research Object,[],IMPORTED,61,1,1,15
dea70f69-ba34-4570-af34-0f48d18f2dc6,Bibliography-centric Research Object,[],IMPORTED,61,1,1,6
285c15ac-0e90-4d89-93a0-a4bb3ae182b4,Bibliography-centric Research Object,[],IMPORTED,61,1,1,10
17ea482a-7fa6-4c14-9b5c-7d4002f6f6a8,Bibliography-centric Research Object,[],IMPORTED,61,1,1,13
6d6c78ec-87a1-4148-acfa-e3434d32078f,Bibliography-centric Research Object,[],IMPORTED,61,1,1,8
b3902649-d2c7-40fd-befa-a6c721cd3019,Bibliography-centric Research Object,[],IMPORTED,61,1,1,15
63bff9d5-7263-46d8-b276-ad871d9a376b,Bibliography-centric Research Object,[],IMPORTED,61,1,1,6
1057cffb-f5fd-48e9-9132-c5c0f6f1afa6,Bibliography-centric Research Object,[],IMPORTED,54,2,2,8
08c25cd3-7210-4a40-aa24-3663b4908ba0,Bibliography-centric Research Object,[],IMPORTED,59,2,2,8
0ae251af-1a8a-4abe-b854-4779be3a4556,Bibliography-centric Research Object,[],IMPORTED,53,2,1,15
ef2babd2-799d-4dcb-8d7f-0e6919cab576,Bibliography-centric Research Object,[],IMPORTED,54,2,2,9
e52ba192-932d-4484-b759-7a36d4d7c51a,Workflow-centric Research Object,[],IMPORTED,68,12,3,9
d1b12ebe-21e0-47ad-9297-efa7caf8f452,Bibliography-centric Research Object,[],IMPORTED,59,3,1,6
c18d8925-7994-4721-8246-13ad642fea25,Bibliography-centric Research Object,[],IMPORTED,61,1,5,9
2d849e03-864f-4f36-bb00-c639d88bbaf2,Basic Research Object,[],IMPORTED,59,2,2,15
bc4a3611-0aaf-4834-848d-269c0eaa85de,Bibliography-centric Research Object,[],IMPORTED,54,3,2,8
9115df58-e703-4545-86ba-4244add6ac2c,Bibliography-centric Research Object,[],IMPORTED,59,2,2,9
01f65fec-69d0-4389-8f4e-95b57b1b4ab1,Workflow-centric Research Object,[],IMPORTED,83,6,2,11
da4ed247-7dc7-48d8-bcf8-575720bf093e,Basic Research Object,[],IMPORTED,59,3,1,10
1af9b44f-102e-48d0-9c79-207eb3bc3636,Basic Research Object,[],IMPORTED,59,3,1,10
59feeb34-d4cf-4430-ad1d-6f9c93426338,Basic Research Object,['Geophysics'],IMPORTED,83,5,1,4
67f18f67-8570-4fbb-a829-4a81b1121de4,Basic Research Object,['Geophysics'],MANUAL,66,5,2,6
858cbaa0-1902-4050-a84b-54d400882cf9,Basic Research Object,['Geophysics'],MANUAL,66,5,1,4
b58ae7fc-c38c-493b-a5cc-e9eb5745851a,Basic Research Object,['Geophysics'],MANUAL,66,5,1,10
deef2c51-a4b5-42c9-bd3f-2d9c6a44526a,Basic Research Object,['Geophysics'],MANUAL,66,5,3,8
e4c558eb-5b73-4481-aa4e-d511c8a927b6,Basic Research Object,['Geophysics'],MANUAL,66,5,1,4
f41ec64c-7588-4437-822b-6fd5aa4be4b4,Basic Research Object,['Geophysics'],MANUAL,66,5,1,6
f744f729-b25c-4173-ae67-858f0895bfe6,Basic Research Object,['Geophysics'],MANUAL,66,5,1,19
27324cd6-e9e8-45c3-b40c-9cff8ffe280d,Basic Research Object,['Geophysics'],IMPORTED,83,3,1,9
0bbf360c-4daf-4bbe-b344-7b74ea3bdce1,Bibliography-centric Research Object,[],IMPORTED,61,2,1,12
aa6e7758-7aea-47eb-96df-2d3b912e76df,Bibliography-centric Research Object,[],IMPORTED,69,7,4,17
a5afd320-d0fa-46a2-8a65-e0fa74ff7e2d,Bibliography-centric Research Object,[],IMPORTED,54,1,1,12
05cd5b3a-8360-4dae-baaa-55ef8cbb02dc,Bibliography-centric Research Object,[],IMPORTED,61,1,1,14
6040936f-4018-49c0-ae30-18460d3f8250,Bibliography-centric Research Object,[],IMPORTED,53,2,1,13
72a8707b-13b6-4229-b03e-435cc2f563b2,Basic Research Object,[],IMPORTED,59,3,1,11
6fdf6f3d-1f23-4f7e-a257-308979839b74,Workflow-centric Research Object,[],IMPORTED,83,8,1,5
8630c2c4-5948-4129-b761-8d1aa5cd53a9,Workflow-centric Research Object,[],IMPORTED,76,12,1,8
3be55b86-59cd-4d02-bd62-fb9685a5e92f,Bibliography-centric Research Object,[],IMPORTED,54,1,1,11
87d82e93-018c-414d-8247-a86a66cafcca,Bibliography-centric Research Object,[],IMPORTED,61,2,1,14
89be3cb8-33d6-4e7e-84bf-73d351aad883,Bibliography-centric Research Object,[],IMPORTED,61,2,2,13
82874e88-ac71-4f81-b9cb-0d46a7a32e08,Basic Research Object,[],IMPORTED,50,1,1,10
bcd21eee-43cd-485a-937e-eef67297a2c0,Basic Research Object,[],IMPORTED,41,1,1,5
dfad64c1-c4f3-4681-8def-f932ae349015,Basic Research Object,[],IMPORTED,43,1,1,10
2afa1fd5-f5ea-49e8-8b7c-3628a18a042c,Basic Research Object,[],IMPORTED,34,1,1,6
83a5d624-c6ed-44ad-844e-0781565508db,Basic Research Object,[],IMPORTED,43,1,1,10
bcee86f9-8c87-46a8-ad49-bf3343e16241,Bibliography-centric Research Object,[],IMPORTED,61,2,3,6
62db8468-c4c2-4846-a226-59905c317684,Bibliography-centric Research Object,[],IMPORTED,68,2,1,9
1dfb9c6b-0df5-49ef-8161-81916c0a57a3,Basic Research Object,[],IMPORTED,59,2,2,10
cc2f5ee8-8dd7-4f75-99e8-1eb423f6b4eb,Bibliography-centric Research Object,[],IMPORTED,68,2,1,8
39192911-0d91-4f3c-9270-fce07910c197,Bibliography-centric Research Object,[],IMPORTED,68,2,1,5
12c7e7ed-7043-4239-9e88-f93d78487e2b,Bibliography-centric Research Object,[],IMPORTED,68,2,1,5
3201c51d-42cf-460f-9dba-eee321defa7d,Bibliography-centric Research Object,[],IMPORTED,76,3,1,8
c83bfbf2-bcf1-4e61-8a8e-1c50a666c93c,Bibliography-centric Research Object,[],IMPORTED,68,2,1,10
20329b0a-80ea-4a5b-804d-87e8b128d0da,Bibliography-centric Research Object,[],IMPORTED,61,1,1,7
d3283cf2-b4c0-4441-b433-ea35e1a0b270,Bibliography-centric Research Object,[],IMPORTED,53,2,1,7
663b4ace-9717-4997-993e-a77ddadcb54c,Bibliography-centric Research Object,[],IMPORTED,61,1,1,9
a944de7d-c31c-43c3-95fa-da97a10b2b50,Basic Research Object,[],IMPORTED,51,3,1,13
5e97cfe3-0af7-4331-acca-f4a231de24b2,Basic Research Object,[],IMPORTED,59,2,2,6
1cc24206-21f5-45fe-9a8e-c0a38f6de79a,Basic Research Object,[],IMPORTED,43,15,1,9
9cd98031-2116-4798-8db7-8c9ee99acd20,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,11,2
fb62d241-0831-4c2a-9a84-4c71a96e5fb1,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
146400c3-93b4-45df-9539-ae80666aefca,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,2
e238d6df-05a9-42ca-832f-aba4846d61c9,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,2
c162a05b-3c74-47e4-954a-fc23cc1238e5,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,10
fa784c5a-7326-4eb3-b619-a5e8a2272e31,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
9b9cfc9c-8313-4f4b-98ac-0fcae17c2b60,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,4
ef8c09dd-e1df-483a-b045-7d2c9781340b,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,2
4d93a847-834b-46de-89b5-f0c2fb6e914c,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,9
a795e86b-427a-46bc-ae53-f1d05f1e44d4,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,5
f4341eca-c070-4d79-8964-8fc2680b09d0,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,5
4d55f9c5-5bca-4b1f-9f03-16e9bc95a497,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,18
67c61a4f-a252-4835-a369-397397efc75a,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
25bff308-9bb7-4c69-a047-97577fe41428,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,9
29e0a519-30ce-4274-a667-10d0dbaafb6b,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,5
729801de-0e16-4361-bd5d-09c8cb4ddffd,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
0b0a4ca4-0c14-47f0-8887-2db56fd02e09,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,9,5
58086c78-8549-467b-a1b1-729545f1801d,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,3
baa758c8-2e07-4709-96ce-d2c5b4209bb3,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,2
57ff72ce-727e-4868-82c3-03f287b7e63e,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,6
51126632-ad13-4b40-9ab5-ca171fd2d6fa,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,3
367be253-455d-4f23-bec1-6f5c4b602745,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,3
7a6cd790-f6c9-44b6-a210-ddf725bbf58a,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,2,7
a81a57b6-8227-4618-b32e-23468d0a7465,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,3,3
7ace3813-4795-41e5-99c3-8f0b7911e1d9,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,3
2366b00a-4be4-409d-a6d2-f3e7a8a35c03,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,4
968afeaf-ddde-4586-94ff-0362f00c25e1,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
5f14e847-2c2c-4038-a228-2afeeaccaaa2,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,3
0393e25d-9790-4cb7-afc3-95446a8feca6,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,9,8
f9a4890e-15c0-43d6-bbc4-74166442fcb1,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,3
6f444022-096b-4dd7-b1ec-323819d884cb,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
118c91d8-aa29-4151-a4db-536c9ede8cc9,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
2064e467-dc0d-4a31-9249-4ec243a1a3ff,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,5
fbe7e9f1-f1d7-41c6-8c64-8d05e96c8d0c,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
70ebf505-cf65-42f8-a076-aedab78e8641,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,7
77afe603-1f0e-458b-9378-a26468b977b4,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,6
31981416-ea42-4a02-b800-fdb4abc31a96,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,3
78a366c5-14b7-4eab-a395-1269f9f4494b,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,10
a646b42b-3e80-443b-9355-94fec2da17ff,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,10
b9b29ad0-1890-4eef-a234-87433b3ed346,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,8
104a5ad7-ec70-414f-9990-c94cc6f37bff,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,3
2bd6df9f-638d-4162-a190-a8ee8dd54665,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,6
dec63c79-5516-4313-a6bc-c3da04d2bc73,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,2
36f7acd0-763e-49da-bdee-d3712bf92e47,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,5,4
d49079a9-28f4-4b78-b678-159fbfc54eef,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,5
55b41496-187c-460b-9f7e-19dd613616a4,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,2
2df2762f-c2a7-4741-91d2-c814577743aa,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,9
716b2cee-f881-4f33-9d1b-38b1a1a85b48,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,7
c3c76d59-fd50-45bd-ab02-2aecc1c8a5ad,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,9
0fea1f93-1cf9-454c-b6ae-a482a0308bb2,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
78f8d8e4-afe1-4752-958f-2602a3a136a4,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,9,5
580d2a8b-b4e6-454e-b863-48a4b99b20cf,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,2
441138f2-bb50-419e-b1e1-0708a79f7b18,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,2
5777281a-d126-4c2b-9410-d909ed254751,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,5
33e84c36-05b0-447c-8f72-4ee87ff35837,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,10
caa233f4-be5e-48e2-a804-ff133b484ef6,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,2
8f37fa93-b76f-4c75-9d6e-ff685fa9db5b,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,7
8e55dbc4-0dac-4e9c-8b1d-0b15be644a72,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,9,6
867cbe94-bb2d-4b7f-9535-2a171d22cd11,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,6
3db00b33-d156-41b7-be7b-91cf84cb0786,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,5
54c94754-1745-4f07-8395-aa0a77fa830f,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,2
9e956f2d-690a-4362-be68-78ab4ebd9bc4,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,10
da0c1f27-ce04-4d59-9fff-86788d2532bd,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,2
6b9ccac4-014a-4d22-b6ae-224e7b2d10b4,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
f6dd9749-48fc-411d-9d3d-d31078afb704,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,8
41c3d13d-8753-45ab-909d-e5e92f0b66ed,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
26053baa-b7f1-49ba-b087-16f01612c30a,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,5
6458476c-827e-4fad-b592-19e95633e25c,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,5,6
2873fe8e-9142-497f-a5bb-3f0a676d7120,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
fb2db190-0305-4395-87c7-15d623c85ad5,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,11,6
7ebc50a2-3f72-4238-b8ee-12e7fbf5e15d,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,7
98c59c07-7dd6-4f02-92d8-d052f2d3ae42,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,8
a16152b1-6d3a-4b72-b375-f8815345063d,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,7
0b96324f-ab86-485b-a981-df39f03946c5,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,5
fe4a6759-5c39-494d-b47f-e64493b090d7,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,6
c5b45a37-c02b-48cf-90e6-8dd89295b23e,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,9
b4b8e955-aa7b-4c76-bb7c-d18022e2cea4,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,8
26fdd84e-bdd7-4cf1-a64e-6e1bbe7a5085,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,11,6
b38d7f00-dcb9-45da-a628-04f46af6cc53,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,7
c88e7777-74d7-4c69-a345-91c742234acc,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
975c8ee3-3325-4b6f-bf0c-e0cdf1bd20e6,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,5
8a0ad691-403a-42ae-96ac-719c1afc69ab,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
fb706899-9ac2-48bc-9e44-03872589aa02,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
c8e51310-df1a-4cef-bc22-2e0683e0b633,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,5
5373cba8-65ff-4d20-953e-0f10d4327da4,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
6d547a3a-92f6-4daa-8339-20366bf984f7,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,3
ac21112c-231d-40cf-a207-3c1f79147891,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,5,5
276a2139-88d5-4709-ae5a-506b77e4c226,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,9,9
0f205003-ef23-4e9d-a87f-ff1ebbeebdc9,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,8
62291f0f-0cbb-4f16-bb93-ca3ed02a044e,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
6318428f-dc0d-4372-82dc-37817574acc3,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,6
693c9753-78e4-4515-af43-d2ed28551ab8,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
ecee786d-ef58-4c23-a1b7-bab7ae1eb1cd,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,5,6
95ae0768-f43a-42ad-a21a-04dd231e116f,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,2
cc926b38-60b4-4873-a4e2-c4319988874e,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,6
39dfe217-70c8-4b1b-a826-9c6b85770f84,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
493fad67-f09f-4c6f-a77d-739890d104c5,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,6
c696ca87-f0c2-4976-9077-4a029e81b78a,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,7
80e183fb-385b-4706-80cb-0a6d3fbd5aa1,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
d0ad5d5f-e95b-43b3-b4f7-d4a416be48d8,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,7
369f0df6-f957-4208-afb7-b1b082211ec6,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,3
52471c96-e945-4aef-82f0-a77fed97d497,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,10
16d93cf5-329f-495a-989a-0c5c10346177,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,8
1f8d3c96-08fe-4b7d-a0af-ecb0831b5f99,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,8
087d2d2e-c245-4599-905d-6d3634c1df41,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,6,2
2c5f803f-15dd-47fa-890d-e8064944c688,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,6
cdca6718-1f23-4350-9a9f-f54f2ef11267,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,5
581a14ea-4dfb-40c3-ab0b-b5572b390a5c,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,1,1,8
4ba054da-0f5f-4123-bc5b-57196aa9e11a,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,9
90f0b8c8-fe8d-4ed6-a367-1e9ee3d2897b,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,6
f1ee6f0e-360c-4393-b789-ca7dc0b166e8,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,2,2
416b83d0-a199-48c2-b484-f6d5422636e0,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,6
db94a496-aba5-45dc-a306-e1a85cbc226e,Bibliography-centric Research Object,['Ecology'],IMPORTED,66,2,10,5
566e1aee-f153-4cfb-bed0-39f1520549f3,Process-centric Research Object,['Ecology'],IMPORTED,0,25,1,10
4cfaf096-da10-423e-944b-19a2c3413798,Bibliography-centric Research Object,['Ecology'],IMPORTED,46,2,2,8
5ad36d78-2ef3-4208-8c54-5ce45ee32081,Basic Research Object,[],IMPORTED,59,1,1,14
8ee26c36-e8fc-43b7-8a6e-02956e8f2f3f,Bibliography-centric Research Object,[],IMPORTED,61,1,1,13
fee98875-b261-4be5-8182-cc26e63b4e2c,Bibliography-centric Research Object,[],IMPORTED,51,1,1,9
c2e33105-4ae0-4728-8241-769dcc3041b9,Basic Research Object,[],IMPORTED,51,1,1,7
2c71ecf3-5be7-41c3-8e2e-55679d46fd0f,Basic Research Object,[],IMPORTED,59,1,1,6
75633a72-95e9-44d0-aabf-da1c1d2d6d29,Basic Research Object,[],IMPORTED,59,3,1,8
21cf505f-c9a9-4741-ba0d-fdb79e46f1b3,Workflow-centric Research Object,['Geophysics'],IMPORTED,76,7,1,6
29657993-60cd-4a04-aa78-4191e979d51f,Bibliography-centric Research Object,[],IMPORTED,54,1,1,9
e3c17d66-b905-4560-ab99-4c55b1871968,Bibliography-centric Research Object,[],IMPORTED,69,7,2,13
12fe00eb-6e60-40fa-abc5-1ddc881a6be7,Bibliography-centric Research Object,[],IMPORTED,69,7,1,5
8ed4df03-4fb2-473f-9237-5c38759658e9,Process-centric Research Object,['Applied sciences'],IMPORTED,76,2,1,8
24f0040a-c3d9-4cec-aa48-072248da66e9,Basic Research Object,[],IMPORTED,50,1,1,9
ab8ef954-9654-40ad-a8fb-d55228569859,Process-centric Research Object,[],IMPORTED,83,6,1,9
78b0f8a2-c483-4281-acdc-d44e09585354,Data-centric Research Object,[],IMPORTED,59,2,1,8
9c519808-7ef1-406a-add2-81656d0b25b4,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,6
2a20a09e-ea95-433d-844f-574cf73a33ba,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,3,1,9
7aad935f-d723-4c64-95d4-3c855fb88404,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,4,1,9
00a5fb8b-d0b5-4361-8322-4aa2f2017227,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,4,1,5
51746fcc-66e8-4d44-94f1-50e1270c865d,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,5
c415c4e5-bfe8-4a06-92f0-8be1769fabcc,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,5,1,9
b8da672d-f163-4e53-91b9-9b467fcdb2f6,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,5
0b165402-85b9-4999-b09c-4c2e43804514,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,6,1,6
4ed9702d-a33e-4c96-ad8d-8ac207dc0630,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,9
e56bb566-6eea-4a06-93c3-058b12c74618,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,3,1,9
02d1ab9b-ad39-4025-8461-4e72f0be6bbd,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,8,1,12
87e4a53d-ceb1-4fa5-b69e-17637ad03dc3,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,7
9f1eb691-49e5-413e-8900-833a0ea8457e,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,3,1,5
ea5bbd0c-30f5-4400-8625-6adbdd3122b7,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,5
626b0c58-cffd-4035-9d42-49ac5c55939d,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,5,1,9
736b0022-90df-4205-984a-245e0d08eca7,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,9
4b474abf-d628-4695-9f56-125e676c646d,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,10
6a84cbdb-a038-44d8-9069-a0aa0f79b303,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,5
f9f80701-5e23-4087-90c9-4b5c2db9663b,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,8
d9d540f2-b69d-4230-8681-a37a65681d1b,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,5,1,8
a0539fb1-e1c0-4f77-af9f-e6e88fbf13b8,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,10
17d51787-f323-4cbb-9336-339c777b35f1,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,5
c1edb8b7-e512-49b7-8466-df2c55261859,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,7,1,9
0edca64f-6c14-41cf-a41f-c2771d1c904b,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,5
33bb3381-8579-4817-ac34-3758d92468e4,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,5
d541c3af-bf57-47f9-8ee3-4784bfc989f6,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,13
024b1457-ccfc-4c9a-ac2c-651aa6e22d90,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,8
d1e72c89-13d4-497e-aa05-aadcf276d3d3,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,5
6d608de7-5441-4924-8de3-f3ab3b0bebdf,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,9
37e9b568-fc10-4ad7-b5e6-c16cb1ba1419,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,2,1,8
ca7ba2f3-a568-4d74-a913-7d9d84f3afea,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,6,1,8
c40741d3-21a4-4d3f-8d27-8481d31ad1a0,Bibliography-centric Research Object,['Hazard science'],IMPORTED,50,7,1,5
