,F1.1.tool,F1.1.rocrate,F1.2.tool,F1.2.rocrate,F2.1.tool,F2.1.rocrate,F3.1.tool,F3.1.rocrate,F4.1.tool,F4.1.rocrate,A1.1.tool,A1.1.rocrate,A1.2.tool,A1.2.rocrate,A1.3.tool,A1.3.rocrate,I1.1.tool,I1.1.rocrate,I1.2.tool,I1.2.rocrate,I3.1.tool,I3.1.rocrate,R1.1.tool,R1.1.rocrate,R1.1.1.tool,R1.1.1.rocrate,R1.2.1.tool,R1.2.1.rocrate,R1.3.1.tool,R1.3.1.rocrate,R1.3.2.tool,R1.3.2.rocrate,components,identifier,type,creation_mode,completness,number_of_resources,number_of_views,number_of_downloads
1574,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,814757a0-5d2f-4573-90c5-4b6676714487,Bibliography-centric Research Object,MANUAL,84,1,1,3
1575,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,49f56f03-89b6-4956-880b-182aa3d41992,Bibliography-centric Research Object,MANUAL,84,1,3,6
1576,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,f648a0a7-ad3f-471c-a377-21cc65e7ef67,Bibliography-centric Research Object,MANUAL,84,1,1,8
1577,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,ff341157-8430-4ce9-857d-c0cb88121baf,Bibliography-centric Research Object,MANUAL,91,1,1,3
1578,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,f857a3cd-4a0a-404a-8fe5-c5625d9d6da8,Bibliography-centric Research Object,MANUAL,91,1,1,12
1579,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,d6c968ae-1259-4720-9d4a-7e2eafaefa8b,Bibliography-centric Research Object,MANUAL,91,1,1,6
1580,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,0ca44684-25d3-4893-9009-283903561da0,Bibliography-centric Research Object,MANUAL,84,1,2,7
1581,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,a6a75c2b-d935-4b65-be9f-4c8d6870461c,Bibliography-centric Research Object,MANUAL,91,1,1,7
1582,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,4124aa67-10cb-4105-9da4-034a777911ac,Bibliography-centric Research Object,MANUAL,91,1,1,8
1583,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,072efa39-ca8c-4670-8e26-8b46b56eafb3,Bibliography-centric Research Object,MANUAL,91,1,1,6
1584,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,e1d32110-086e-4de3-80b2-21dfe6ae068a,Bibliography-centric Research Object,MANUAL,91,1,1,7
1585,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,56b65356-9a6b-4e59-b830-0b3c4ce82b81,Bibliography-centric Research Object,MANUAL,84,1,1,6
1586,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,bf8eb7b1-21d6-4a42-b574-23a4279e5f16,Bibliography-centric Research Object,MANUAL,84,1,1,4
1587,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,4e5fe683-1b85-4457-8f22-5eccf858c728,Bibliography-centric Research Object,MANUAL,91,1,1,7
1588,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,699fb8ae-4815-48d4-a082-c2a6eee6f7cf,Bibliography-centric Research Object,MANUAL,91,1,1,5
1589,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,976aabb0-7b38-441a-96b3-49844ba773c5,Bibliography-centric Research Object,MANUAL,84,1,1,7
1590,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,1,1,0,1,0,1,1,0,0,2,d8e686b6-199a-4296-88fa-3c03cdb5a4c1,Bibliography-centric Research Object,MANUAL,84,1,1,8
1591,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,7cb18233-aaf5-4986-9a79-199d1e539d3c,Bibliography-centric Research Object,MANUAL,91,1,1,6
1592,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,29aa2c18-e5b1-4c19-9273-cfe40ab9c42a,Bibliography-centric Research Object,MANUAL,91,1,2,4
1593,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,92f6334f-26fc-4181-bc0c-ef2725ba3ebc,Bibliography-centric Research Object,MANUAL,91,1,1,7
1594,9,0,0,9,5,0,0,0,0,9,5,0,5,4,0,0,5,4,5,4,0,9,0,3,5,0,5,0,5,4,0,2,9,6640422d-57ed-4814-b0d0-8eb4ee85f501,Workflow-centric Research Object,MANUAL,60,8,7,4
1595,7,0,0,7,2,0,0,0,0,7,2,0,2,5,0,0,2,5,2,5,0,7,0,1,2,0,2,0,2,5,0,1,7,57cf76e1-2179-4650-b48b-b5990dca86c1,Data-centric Research Object,MANUAL,61,6,6,13
1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6440c36b-44c8-48c5-9a2a-a3c47de70c8a,Data-centric Research Object,MANUAL,61,6,10,15
1597,7,0,0,7,2,0,0,0,0,7,2,0,2,5,0,0,2,5,2,5,0,7,0,1,2,0,2,0,2,5,0,1,7,a08ddcb2-ae5f-40ba-b1b6-c64dd2e4d68c,Data-centric Research Object,MANUAL,61,6,6,18
1598,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,1,4,36113393-cbf6-4bac-8698-d69cf6cd0329,Basic Research Object,MANUAL,60,3,1,6
1599,7,0,0,7,2,0,0,0,0,7,2,0,2,5,0,0,2,5,2,5,0,7,0,1,2,0,2,0,2,5,0,1,7,abebc0e7-87b6-4ed5-8a0e-9b71dc30e333,Data-centric Research Object,MANUAL,61,6,9,19
1600,7,0,0,7,2,0,0,0,0,7,2,0,2,5,0,0,2,5,2,5,0,7,0,1,2,0,2,0,2,5,0,1,7,c737f695-6715-4916-8bef-8fc0ce879760,Data-centric Research Object,MANUAL,61,6,7,14
1601,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,1,4,894d3a33-8340-497d-beaf-5b9d85c9bfc7,Data-centric Research Object,MANUAL,60,3,16,5
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1c87c3d6-46f0-4bfe-bc73-88282fb8c3c5,Data-centric Research Object,MANUAL,43,0,4,7
1603,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,f9fca558-8f1d-4aab-a53b-90c4d1bc0037,Data-centric Research Object,MANUAL,76,2,6,6
1604,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,7f025f6e-9835-4af8-aa48-0152474eda37,Basic Research Object,MANUAL,59,1,3,9
1605,13,0,0,13,9,0,0,0,0,13,9,0,9,4,0,0,9,4,9,4,0,13,0,8,9,0,9,0,9,4,0,6,13,0869e396-3733-4aff-8fb2-94c8937b28aa,Data-centric Research Object,MANUAL,84,12,15,16
1606,19,0,0,19,17,0,0,0,0,19,17,0,17,2,0,0,17,2,17,2,0,19,0,16,17,0,17,0,17,2,0,2,19,49f52ad4-bf2c-4f50-9242-a26962d5a7a2,Basic Research Object,MANUAL,51,18,5,5
1607,34,0,0,34,34,0,0,0,0,34,34,0,34,0,0,0,34,0,34,0,0,34,0,33,34,0,34,0,34,0,0,0,34,bc628c46-d12a-469d-be4b-81769889d1c8,Basic Research Object,MANUAL,51,33,1,16
1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,da5df5a7-697d-4d79-991e-c3a7960ae6bc,Basic Research Object,MANUAL,43,0,1,6
1609,25,0,0,25,25,0,0,0,0,25,25,0,25,0,0,0,25,0,25,0,0,25,0,24,25,0,25,0,25,0,0,0,25,4b4ad5a8-d4dd-45bb-a6a2-9093387af85e,Basic Research Object,MANUAL,51,24,1,10
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35ade513-f334-4770-b1b5-a11327fb54b2,Basic Research Object,MANUAL,43,0,1,7
1611,25,0,0,25,25,0,0,0,0,25,25,0,25,0,0,0,25,0,25,0,0,25,0,24,25,0,25,0,25,0,0,0,25,22c397cd-4c65-410e-8703-12ba0cde6623,Basic Research Object,MANUAL,51,24,1,16
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,de5b7885-f261-44a0-af7f-54937e97f6bd,Basic Research Object,MANUAL,43,0,1,7
1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940a9a48-66fe-4cb4-8cf2-eebdc9871479,Basic Research Object,MANUAL,43,0,1,7
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356620e0-41e3-476b-94d1-63dcad4d99d4,Basic Research Object,MANUAL,43,0,1,3
1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b4345907-e401-41f9-b2fd-bca1b7c8dd83,Basic Research Object,MANUAL,43,0,1,6
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bef16127-6fa5-4a8f-849a-f15c3a4dab8d,Basic Research Object,MANUAL,43,0,1,6
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e09de424-682e-4565-8464-57dc3cb2c3bd,Basic Research Object,MANUAL,43,0,1,7
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad6e3929-00cf-4062-bca1-f886b097ad84,Basic Research Object,MANUAL,43,0,1,4
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84594a48-1ce3-443c-910b-91b937d20ef5,Basic Research Object,MANUAL,43,0,1,3
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82c3a82e-f22d-490d-a585-b616e15176a6,Basic Research Object,MANUAL,43,0,1,9
1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baa50efb-c247-4335-88dc-a4182d971acd,Basic Research Object,MANUAL,34,0,1,7
1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47ba01d9-4781-443b-922b-5f4f22539549,Basic Research Object,MANUAL,34,0,1,8
1623,8,0,0,8,8,0,0,0,0,8,8,0,8,0,0,0,8,0,8,0,0,8,0,7,8,0,8,0,8,0,0,4,8,0938a79e-f5a6-4481-b01a-a82e17f7d51a,Executable Research Object,MANUAL,60,7,6,13
1624,7,0,0,7,7,0,0,0,0,7,7,0,7,0,0,0,7,0,7,0,0,7,0,6,7,0,7,0,7,0,0,3,7,09d35670-c07e-41f2-94f9-c58119e33b60,Executable Research Object,MANUAL,60,6,4,4
1625,8,0,0,8,8,0,0,0,0,8,8,0,8,0,0,0,8,0,8,0,0,8,0,7,8,0,8,0,8,0,0,4,8,d86d66ff-c096-4e78-b02a-95cfeba21e35,Executable Research Object,MANUAL,60,7,4,7
1626,7,0,0,7,7,0,0,0,0,7,7,0,7,0,0,0,7,0,7,0,0,7,0,6,7,0,7,0,7,0,0,3,7,6d6e540b-1b52-4ad1-8906-33d3144fce68,Executable Research Object,MANUAL,60,6,7,12
1627,8,0,0,8,8,0,0,0,0,8,8,0,8,0,0,0,8,0,8,0,0,8,0,7,8,0,8,0,8,0,0,4,8,cdcd3c0a-f280-40de-93e6-9a4ba2be6f67,Executable Research Object,MANUAL,54,7,3,6
1628,9,0,0,9,9,0,0,0,0,9,9,0,9,0,0,0,9,0,9,0,0,9,0,8,9,0,9,0,9,0,0,4,9,7749bd2b-72f8-4a29-8565-20a04f419b3a,Executable Research Object,MANUAL,54,8,2,6
1629,6,0,0,6,2,0,0,0,0,6,2,0,2,4,0,0,2,4,2,4,0,6,0,1,2,0,2,0,2,4,0,1,6,164e222b-0bdd-4638-93e7-010bad13d655,Data-centric Research Object,MANUAL,39,5,4,14
1630,6,0,0,6,2,0,0,0,0,6,2,0,2,4,0,0,2,4,2,4,0,6,0,1,2,0,2,0,2,4,0,1,6,321e3b22-04a7-48f8-a647-7ebc49c19301,Data-centric Research Object,MANUAL,39,5,3,18
1631,6,0,0,6,2,0,0,0,0,6,2,0,2,4,0,0,2,4,2,4,0,6,0,1,2,0,2,0,2,4,0,1,6,7740459a-b9fc-411b-88af-763a0de9d9b1,Data-centric Research Object,MANUAL,39,5,6,20
1632,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,1,3,9e533d0d-b1de-4b0d-9dd8-14d136aacea5,Data-centric Research Object,MANUAL,54,2,10,16
1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d108d8e6-fe96-4823-a63c-e4aab15b6bce,Executable Research Object,MANUAL,31,7,8,26
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bcb5cdba-0605-4602-bd60-b59f2701e05b,Data-centric Research Object,MANUAL,30,5,4,13
1635,7,0,0,7,7,0,0,0,0,7,7,0,7,0,0,0,7,0,7,0,0,7,0,6,7,0,7,0,7,0,0,1,7,684b01ed-5442-4ec3-81dd-ae8b23ac7cfa,Basic Research Object,IMPORTED,69,6,8,11
1636,6,0,0,6,6,0,0,0,0,6,6,0,6,0,0,0,6,0,6,0,0,6,0,5,6,0,6,0,6,0,0,0,6,5c0b1ef2-a457-4e19-89c2-24078c277461,Basic Research Object,IMPORTED,76,5,1,8
1637,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,2,4,6e65adde-9370-4705-926d-f57ce485fe93,Data-centric Research Object,IMPORTED,43,3,1,9
1638,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,2,4,c23e8fda-d458-475a-a875-9ba4a70e042a,Data-centric Research Object,IMPORTED,43,3,1,4
1639,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,2,4,7075ad3e-c4ce-4e85-805b-47237f8be1e8,Data-centric Research Object,IMPORTED,43,3,1,4
1640,6,0,0,6,1,0,0,0,0,6,1,0,1,5,0,0,1,5,1,5,0,6,0,0,1,0,1,0,1,5,0,0,6,b921aee1-33f7-44c2-a11e-90c224b6bc41,Bibliography-centric Research Object,IMPORTED,46,5,10,3
1641,5,0,0,5,5,0,0,0,0,5,5,0,5,0,0,0,5,0,5,0,0,5,0,4,5,0,5,0,5,0,0,1,5,bf157252-5a56-405b-8019-c643be646b8f,Basic Research Object,IMPORTED,68,4,1,3
1642,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,1,4,fe56b59d-9f8a-4ba0-9e04-4cc13978afca,Data-centric Research Object,IMPORTED,68,3,2,3
1643,3,0,0,3,1,0,0,0,0,3,1,0,1,2,0,0,1,2,1,2,0,3,0,0,1,0,1,0,1,2,0,0,3,096d382c-9cd5-428a-835c-3be20ed8e52c,Basic Research Object,IMPORTED,43,2,3,8
1644,5,0,0,5,4,0,0,0,0,5,4,0,4,1,0,0,4,1,4,1,0,5,0,3,4,0,4,0,4,1,0,1,5,e05d4886-2561-40c3-b6a1-c74a3e2494f2,Bibliography-centric Research Object,IMPORTED,76,4,1,3
1645,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,3,0,2,3,0,3,0,3,0,0,1,3,ef2172db-ae15-4229-8130-f45e27ad720a,Basic Research Object,IMPORTED,34,2,2,9
1646,14,0,0,14,5,0,0,0,0,14,5,0,5,9,0,0,5,9,5,9,0,14,0,4,5,0,5,0,5,9,0,2,14,6b60faaf-b1d8-4b2e-9e5c-b6a51cc18832,Bibliography-centric Research Object,IMPORTED,68,13,1,6
1647,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,1,3,f8863826-dce6-4c12-84f9-010c8cd6d1ee,Basic Research Object,IMPORTED,68,2,5,6
1648,4,0,0,4,3,0,0,0,0,4,3,0,3,1,0,0,3,1,3,1,0,4,0,2,3,0,3,0,3,1,0,1,4,e38ba027-4020-42ad-8f3e-f95e9885a0e5,Basic Research Object,IMPORTED,59,3,5,22
1649,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,3adac493-2f59-4e49-a213-d1eea000e61e,Bibliography-centric Research Object,IMPORTED,54,1,1,3
1650,4,0,0,4,3,0,0,0,0,4,3,0,3,1,0,0,3,1,3,1,0,4,0,2,3,0,3,0,3,1,0,0,4,e2660699-e7a3-4e32-bb07-a1f98769eb48,Software-centric Research Object,IMPORTED,68,3,1,9
1651,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,4cc2cb8d-4ace-4fd2-8ea4-674ac0514f76,Software-centric Research Object,IMPORTED,59,2,1,4
1652,4,0,0,4,3,0,0,0,0,4,3,0,3,1,0,0,3,1,3,1,0,4,0,2,3,0,3,0,3,1,0,0,4,1a03b374-b9cd-467b-a8b8-39c5a31a2624,Software-centric Research Object,IMPORTED,76,3,1,10
1653,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,cd32b2e6-6e3c-46fc-bf01-c383a61e1440,Data-centric Research Object,IMPORTED,51,2,1,4
1654,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,8940686e-271d-4568-8dd3-3d959e6cd9d6,Data-centric Research Object,IMPORTED,51,2,1,7
1655,32,0,0,32,7,0,0,0,0,32,7,0,7,25,0,0,7,25,7,25,0,32,0,6,7,0,7,0,7,25,0,0,32,a21484de-74d2-4fd0-9518-d3faa42130ad,Basic Research Object,IMPORTED,69,31,4,6
1656,6,0,0,6,6,0,0,0,0,6,6,0,6,0,0,0,6,0,6,0,0,6,0,5,6,0,6,0,6,0,0,2,6,6eb1aba1-169c-428e-b964-60df42f93e4f,Basic Research Object,IMPORTED,69,5,4,3
1657,6,0,0,6,6,0,0,0,0,6,6,0,6,0,0,0,6,0,6,0,0,6,0,5,6,0,6,0,6,0,0,0,6,41a2f46e-9d0e-4bba-ac26-87c7a0ae3856,Workflow-centric Research Object,IMPORTED,68,5,1,8
1658,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,1,3,170460ba-d68c-4090-96de-6ed98f6b453a,Software-centric Research Object,IMPORTED,69,2,1,7
1659,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,1,2,0,2,0,2,0,0,0,2,2b7ee3b0-de56-4c5b-a8df-80e0720254c7,Workflow-centric Research Object,IMPORTED,51,1,2,8
1660,6,0,0,6,6,0,0,0,0,6,6,0,6,0,0,0,6,0,6,0,0,6,0,5,6,0,6,0,6,0,0,0,6,7d2d9a11-884c-48a4-a503-6e3d3da266de,Data-centric Research Object,IMPORTED,43,5,1,6
1661,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,0,4,8a104a23-38f8-408c-a197-4b4b61b211c6,Data-centric Research Object,IMPORTED,43,3,1,5
1662,3,0,0,3,2,0,0,0,0,3,2,0,2,1,0,0,2,1,2,1,0,3,0,1,2,0,2,0,2,1,0,0,3,c75cd283-c9a2-4121-aa23-0d448a61bf32,Data-centric Research Object,IMPORTED,51,2,1,6
1663,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,2,4,fb37f3b2-42d3-4c53-a2db-d55b0b55f1c7,Data-centric Research Object,IMPORTED,43,3,1,7
1664,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,4,0,3,4,0,4,0,4,0,0,2,4,3b9b9d48-a71c-4d45-bc3f-295b14db779f,Data-centric Research Object,IMPORTED,43,3,1,3
1665,32,0,0,32,14,0,0,0,0,32,14,0,14,18,0,0,14,18,14,18,0,32,0,13,14,0,14,0,14,18,0,0,32,04f2e6f4-b2d2-4948-9997-15a5830a02d2,Basic Research Object,IMPORTED,50,31,2,9
1666,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,6a6127bb-03b0-4d0c-a5a9-52cfd0913fd4,Data-centric Research Object,IMPORTED,51,1,2,6
1667,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,fb39cfdd-d93a-4f89-af5f-2c944b85c05d,Data-centric Research Object,IMPORTED,51,1,2,3
1668,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,a3a81739-a5b7-4897-b732-7aba23d6fa5a,Data-centric Research Object,IMPORTED,60,1,1,8
1669,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,3dd9a735-ae45-47e2-bdb9-63c50f1344e9,Data-centric Research Object,IMPORTED,60,1,1,7
1670,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,78c3584e-592e-4af6-bf23-605e8a1b84c0,Data-centric Research Object,IMPORTED,60,1,1,5
1671,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,a415c54e-7d07-43c8-bcbe-1f76220f473f,Data-centric Research Object,IMPORTED,60,1,1,8
1672,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,9bf840e3-7a39-41fc-be39-7eed9dc294db,Data-centric Research Object,IMPORTED,60,1,1,5
1673,2,0,0,2,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,0,0,2,acfec1a0-48af-48c3-9083-3c1969a31c21,Data-centric Research Object,IMPORTED,51,1,2,5
1674,7,0,0,7,7,0,0,0,0,7,7,0,7,0,0,0,7,0,7,0,0,7,0,6,7,0,7,0,7,0,0,1,7,4086e5b7-284e-4551-a156-e3453ddcee58,Workflow-centric Research Object,IMPORTED,68,6,4,8
1675,6,0,0,6,2,0,0,0,0,6,2,0,2,4,0,0,2,4,2,4,0,6,0,1,2,0,2,0,2,4,0,1,6,a3f460ba-5e28-465f-9043-575ccc3692c1,Basic Research Object,IMPORTED,60,5,2,7
1676,13,0,0,13,3,0,0,0,0,13,3,0,3,10,0,0,3,10,3,10,0,13,0,2,3,0,3,0,3,10,0,3,13,e3d872de-a4bd-4803-bf31-5395d4748905,Basic Research Object,IMPORTED,60,12,2,2
1677,7,0,0,7,2,0,0,0,0,7,2,0,2,5,0,0,2,5,2,5,0,7,0,1,2,0,2,0,2,5,0,1,7,54e02cd6-ee8c-4d6d-af46-c7421de99997,Workflow-centric Research Object,IMPORTED,60,6,2,7
1678,5,0,0,5,2,0,0,0,0,5,2,0,2,3,0,0,2,3,2,3,0,5,0,1,2,0,2,0,2,3,0,1,5,4b4ec2a9-80e6-43aa-a134-4e9c2cda00bf,Workflow-centric Research Object,IMPORTED,50,4,2,9
1679,4,0,0,4,3,0,0,0,0,4,3,0,3,1,0,0,3,1,3,1,0,4,0,2,3,0,3,0,3,1,0,1,4,3f691bd3-347f-45d6-8ed6-c8c5997b9a35,Basic Research Object,IMPORTED,43,3,1,7
1680,17,0,0,17,2,0,0,0,0,17,2,0,2,15,0,0,2,15,2,15,0,17,0,1,2,0,2,0,2,15,0,1,17,b04c829e-997d-44e6-8ef2-5893622403d2,Basic Research Object,IMPORTED,60,16,2,4
1681,7,0,0,7,6,0,0,0,0,7,6,0,6,1,0,0,6,1,6,1,0,7,0,5,6,0,6,0,6,1,0,2,7,be084d5e-39e4-4a6b-a7e8-270d6af2e949,Basic Research Object,IMPORTED,51,6,3,3
1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7bc38514-796e-47e6-81cb-b8f91247a854,Workflow-centric Research Object,IMPORTED,68,3,3,13
1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84eea92b-94f8-43ea-a9ee-ad57b832298f,Workflow-centric Research Object,IMPORTED,68,3,3,13
1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f8a252e5-47da-410b-9096-526bc50d19a3,Workflow-centric Research Object,IMPORTED,76,4,5,13
1685,4,0,0,4,1,0,0,0,0,4,1,0,1,3,0,0,1,3,1,3,0,4,0,3,1,0,1,0,1,3,0,0,4,ac013b9e-5f40-4fd1-98b8-b6159150c2bd,Workflow-centric Research Object,IMPORTED,68,3,1,6
1686,4,0,0,4,1,0,0,0,0,4,1,0,1,3,0,0,1,3,1,3,0,4,0,3,1,0,1,0,1,3,0,0,4,aaed8d9a-b995-4de7-a84a-35534103581b,Workflow-centric Research Object,IMPORTED,59,3,1,2
